Instructor,Course Title,Section,Course ID,Online course materials were organized to help me navigate th…,Online interactions with my instructor created a sense of conne…,Online course interactions created a sense of community and…,I had the necessary computer skills and technology to success…,The syllabus was accurate and helpful in delineating expectati…,Required and additional course materials were helpful in achie…,In-class sessions were helpful for learning.,Out-of-class assignments and/or fieldwork were helpful for lear…,This course was intellectually challenging.,I learned a lot in this course.,The instructor came to class prepared to teach.,The instructor used class time effectively.,The instructor clearly communicated ideas and information.,The instructor provided sufficient feedback.,The instructor fairly evaluated my performance.,The instructor was available to assist students outside of class.,The instructor facilitated a respectful and inclusive learning env…,The instructor displayed enthusiasm for the course.,What is your overall rating of this instructor's teaching effective…,The Syllabus Provided a clear description of course goals and…,The textbook(s) helped me to learn.,"The materials used in this course (lectures, videos, ect.) were…",The assignments and fieldwork helped me to learn.,The lectures helped me to learn.,The course discussions and activities helped me to learn.,The technology used in this course helped me to learn,I found this course intellectually challenging.,I would recommend this course to other students.,I learned to apply course concepts and principles.,I developed additional communication skills in this course.,"I learned to analyze and evaluate ideas, arguments, and points…",Working with my classmates in this course helped me to learn.,I had the necessary technological skills for this course.,Technical support was available when needed.,The amount of interaction with the lead instructor met my learn…,The lead instructor clearly communicated ideas and information.,The lead instructor demonstrated expertise in the subject matter.,The lead instructor clearly stated the objectives of the course.,The lead instructor covered material stated in the course objec…,The section instructor fairly evaluated my performance.,The section instructor provided feedback that was timely and v…,I would recommend this section instructor to other students.,The section instructor treated students with respect.,The section instructor acknowledged and took effective action…,The section instructor was able to address my content questio…,The section instructor displayed enthusiasm for the course.,The amount of interaction with my section instructor met my le…
"Sweeney, Meredith",Cell and Molecular Biology,02,61924,0.0,-0.3,0.1,0.0,-0.1,-0.3,-0.7,0.0,0.5,-0.1,-0.3,-0.5,-0.5,-0.3,-0.3,-0.2,-0.4,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sadeghzadeh, Keivan",Business Analytics,02,60669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenyon, Shawn",Personal Behavior Change,01,61068,0.2,0.0,-0.1,-0.1,0.4,0.3,0.2,0.1,0.1,-0.1,0.0,-0.3,-0.1,-0.4,-0.3,-0.4,-0.3,-0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenyon, Shawn",Personal Behavior Change,02,61799,0.5,-0.3,0.4,-0.3,0.2,0.6,0.7,0.3,-0.1,0.4,0.2,0.4,0.1,0.3,-0.1,-0.2,-0.1,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Braga-Kenyon, Paula",Behavior Management,01,60758,-0.2,0.1,-0.1,0.1,-0.3,-0.3,-0.4,-0.2,0.0,-0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mathews, Jude",Organic Chemistry 2,02,60010,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.4,0.4,0.3,0.0,0.2,-0.2,0.0,0.0,-0.2,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xue, Chenyang",Lab for CHEM 2313,01,60013,0.1,0.2,0.3,0.0,0.1,0.2,-0.2,-0.4,-1.4,-0.9,-0.3,0.0,-0.2,0.3,0.4,-0.2,0.3,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivas, Ana",Lab for CHEM 2313,02,60011,-0.4,-0.4,-0.3,0.2,-1.2,-0.7,-0.6,-0.7,-0.2,-0.5,-0.6,-0.8,-0.6,0.2,-0.8,0.0,-0.4,-0.2,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Annable, Liana",Lab for CHEM 2313,03,60100,0.0,0.1,0.2,-0.1,-0.4,0.2,0.1,-1.2,0.2,0.2,-0.3,-0.1,0.3,0.6,-0.3,0.4,0.3,0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hussain, Arif",Lab for CHEM 2313,04,60330,0.3,0.0,-0.1,0.2,0.0,-0.2,-0.3,0.3,0.3,0.0,-0.3,0.2,-0.1,0.2,0.2,0.2,0.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Su, Ming",Chemical Engr Thermodynamics 1,01,60015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shillaber, Craig",Geotechnical Engineering,01,60038,0.1,0.0,0.0,0.0,-0.2,0.0,0.6,0.1,0.1,0.3,0.5,0.5,0.5,0.1,0.1,-0.1,0.3,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shillaber, Craig",Lab for CIVE 2340,01,60037,-0.1,-0.6,-0.7,-0.6,0.2,-0.1,-1.5,-1.2,-0.5,-1.2,-1.5,-1.7,-1.6,-1.4,-1.4,-0.5,-1.5,-1.5,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shillaber, Craig",Lab for CIVE 2340,02,60492,0.2,0.7,1.0,0.4,-0.1,-0.1,-0.2,0.5,0.2,0.5,0.5,0.6,0.7,0.6,0.6,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shillaber, Craig",Lab for CIVE 2340,03,60335,-0.1,0.2,0.0,0.4,0.2,0.2,0.5,0.2,-0.1,0.2,-0.2,-0.1,-0.3,0.6,0.6,0.5,0.2,-0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Qi",Construction Management,01,60016,-4.8,-4.3,-4.0,-4.6,-4.8,-4.8,-4.2,-4.5,-4.8,-4.5,-4.5,-4.4,-4.3,-4.4,-4.4,-4.5,-4.5,-4.5,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cuenca, Daniel",Latin Amer Film,01,61082,0.5,0.8,0.9,0.2,0.4,0.4,0.9,0.6,0.6,0.4,0.6,0.8,0.5,0.8,0.9,0.9,0.6,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Perez-Arranz, Cristina",Latin Amer Film,02,61766,0.2,0.5,0.4,-0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.3,0.1,0.2,0.5,0.6,0.6,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tannebaum, Michael",Intro Communication Studies,01,61747,-0.1,0.1,-0.1,0.0,-0.1,0.0,0.0,-0.2,-0.6,0.0,0.1,0.1,0.1,0.6,0.2,0.2,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Granelli, Steven",Intro Communication Studies,02,60593,0.3,-0.3,0.8,0.3,0.4,-0.1,-0.2,0.0,-0.1,-0.4,0.3,0.0,0.2,-0.4,0.0,-0.5,-0.1,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pitchford, Matthew",Public Speaking,01,60180,0.3,0.7,0.5,-0.2,-0.1,0.6,-0.7,0.7,-0.1,-0.4,-0.5,-0.5,0.4,0.6,0.5,0.5,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nwogwugwu, Daniel",Public Speaking,02,60822,-0.4,0.0,0.7,0.0,0.4,0.3,-0.2,-0.3,-0.8,-0.4,-0.5,-0.5,0.1,0.3,0.2,0.0,0.1,0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Patrick",Public Speaking,03,61278,0.3,0.7,1.0,0.3,0.4,0.1,-4.2,-0.3,-0.1,-0.4,0.5,0.5,0.4,0.6,0.5,0.5,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Compton, Benjamin",Public Speaking,04,60858,-0.2,0.0,0.0,-0.2,-0.3,-0.1,-0.4,0.0,-0.3,-0.4,0.0,0.0,-0.3,-0.1,-0.7,0.3,-0.1,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Charlson, Doria",Public Speaking,05,61174,0.3,0.7,1.0,0.3,-0.6,0.6,-0.2,-0.3,-1.1,-0.4,0.5,0.5,0.4,-0.4,-0.5,-0.5,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pitchford, Matthew",Public Speaking,06,61501,-0.7,-0.3,0.0,-0.7,-0.6,-0.4,-0.2,-0.3,-0.1,-0.4,-0.5,-0.5,-0.6,-0.4,-0.5,-0.5,-0.6,-0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruner, Katie",Business/Professional Speaking,01,60981,-0.1,0.1,0.4,-0.1,0.0,0.2,0.2,0.3,-0.1,0.2,0.1,0.1,0.0,0.2,0.1,0.1,0.0,-0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nwogwugwu, Daniel",Business/Professional Speaking,02,60602,-0.2,-0.3,0.0,-0.2,-0.1,0.1,-0.7,-0.3,-0.6,-0.4,0.0,0.0,-0.1,-0.4,0.0,-0.5,-0.1,-0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Patrick",Business/Professional Speaking,03,61845,0.3,-0.3,0.5,0.3,0.4,0.6,0.8,0.2,0.4,0.6,0.5,0.5,0.4,0.6,0.5,0.5,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schwartz, Joseph",Sex  Relationships,01,60198,-0.1,-0.7,-0.5,0.0,0.0,0.0,0.0,-0.2,-0.1,0.0,0.0,-0.1,0.0,-0.3,-0.1,-0.1,0.0,0.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schwartz, Joseph",Sex  Relationships,02,61846,0.1,0.4,0.4,0.0,0.2,0.4,0.1,0.1,-0.1,0.4,0.3,0.3,0.1,0.0,0.2,0.2,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glowacki, Elizabeth",Communication Theory,01,60464,0.0,0.4,0.7,-0.2,0.2,0.4,0.5,0.4,0.2,0.1,0.2,0.2,0.1,0.3,0.2,0.2,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jarvis, Caitlyn",Princ of Organizational Com,01,60334,0.3,0.2,1.0,0.3,0.4,0.6,0.3,0.5,-0.1,0.4,0.5,0.5,0.2,-0.4,0.3,0.3,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carr, Michelle",Sound Production Digital Media,01,60567,0.3,0.7,1.0,0.3,0.4,0.1,0.8,0.2,0.4,0.6,0.5,0.0,-0.1,0.1,0.0,0.5,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schwartz, Joseph",Dark Side Interpersonal Comm,01,60308,-0.1,-0.9,-1.8,0.1,0.2,0.0,0.4,-0.1,0.3,0.4,-0.1,-0.1,0.2,-0.8,0.1,-0.3,-0.2,0.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruner, Katie",Visual Communication,01,60465,0.3,0.2,0.0,0.1,0.4,0.6,0.5,0.5,0.2,0.1,0.2,0.0,-0.1,-0.4,0.2,0.0,0.2,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Doroshenko, Larisa",Communication Research Methods,02,60205,-0.5,-0.3,-0.2,-0.5,0.2,-0.8,0.4,0.1,0.3,0.2,-0.5,-0.5,-0.4,0.0,-0.5,-0.3,-0.6,-0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Doroshenko, Larisa",Communication Research Methods,03,61847,-0.3,-0.1,0.0,-0.7,-0.2,-0.6,0.2,-0.1,0.1,-0.2,-0.3,-0.1,-0.2,-0.2,-0.5,-0.3,-0.4,-0.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Margaret",Global and Intercultural Comm,01,60293,0.1,0.4,0.0,0.3,0.2,0.1,-0.7,-0.3,0.2,-0.1,-0.2,-0.2,-0.1,-0.1,-0.5,-0.5,-0.1,-0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Van Gilder, Bobbi",Communication and Gender,01,60333,0.1,0.0,-1.0,0.3,0.2,0.1,-0.7,0.2,-0.1,-0.1,0.3,0.3,0.2,0.1,0.0,0.0,-0.1,0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Granelli, Steven",Popular Communication,01,61502,-1.4,-1.3,-0.3,0.0,-2.6,-2.4,-3.2,-2.0,-0.4,-1.7,-0.8,-1.8,-0.9,-2.1,-1.8,-1.2,-1.3,0.1,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Warren, Stephen",Sport and Spectacle,01,60421,-0.1,-0.4,-0.7,0.0,-0.1,-0.2,-0.5,-0.1,0.0,-0.3,-0.4,-0.3,-0.1,-0.3,-0.3,-0.2,-0.2,-0.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tannebaum, Michael",Interpersonal Communication,01,61293,-0.7,-0.3,0.0,0.3,-0.1,-0.4,-0.2,-0.3,-0.1,0.1,-0.5,-0.5,-0.1,0.1,0.0,0.0,-0.1,-0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shields, Ashleigh",Interpersonal Communication,02,60359,0.3,0.7,0.5,0.3,0.4,0.1,0.8,-0.3,0.4,0.1,0.5,0.5,0.4,0.6,0.5,0.5,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O'Malley, Donica",Interpersonal Communication,03,60828,0.1,0.4,0.5,0.3,0.2,0.1,0.3,0.0,0.6,0.4,0.2,0.0,0.1,0.6,0.3,0.3,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O'Malley, Donica",Interpersonal Communication,04,61848,0.3,0.7,0.7,0.0,0.1,0.3,-0.2,-0.3,0.6,0.3,0.2,0.2,0.1,0.3,0.2,0.2,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"El idrissi, Salma",Communication and Inclusion,01,61503,-4.7,-4.3,-4.0,-4.7,-4.6,-4.4,-4.2,-4.3,-4.1,-4.4,-4.5,-4.5,-4.6,-4.4,-4.5,-4.5,-4.6,-4.6,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruner, Katie",Communication Criticism,01,60821,0.3,0.7,-0.5,0.3,0.4,0.6,0.8,0.7,-0.1,0.6,0.5,0.5,0.4,0.6,0.5,0.5,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ouillette, Timothy",Digital Editing for TV,01,61504,0.3,0.0,0.3,0.0,0.4,0.3,0.8,0.7,0.6,0.6,0.5,0.5,0.4,0.3,0.2,0.5,0.4,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hansson, Callie",Human Trafficking,01,61047,0.2,0.8,0.6,0.2,0.2,0.3,1.0,0.3,0.3,0.3,0.4,0.5,0.3,0.5,0.3,0.1,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gerdes, Madison",Criminal Violence,01,61048,0.1,0.5,0.3,-0.1,0.1,-0.2,0.0,-0.1,0.0,-0.1,0.1,0.3,0.2,0.4,0.2,0.3,0.2,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buchanan, Molly",Psychology of Crime,01,61494,-0.2,-0.4,-0.3,-0.1,0.0,0.0,0.0,0.1,-0.1,-0.1,-0.1,-0.3,0.0,-0.1,-0.1,-0.2,-0.1,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khachatryan, Norair",Psychology of Crime,02,61807,0.2,-0.8,-0.6,0.2,0.3,0.3,0.0,0.2,-0.4,0.1,0.0,-0.1,-0.3,-0.8,-0.1,0.4,0.2,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruell, Christopher",Topics in CJ and Criminology,01,61495,0.0,0.2,-0.1,0.1,-0.4,-0.3,-0.5,-0.1,0.4,-0.1,-0.1,-0.1,-0.8,-0.4,-0.1,0.0,0.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Konrad, Almudena",Discrete Structures,01,61714,0.0,-0.3,0.1,0.2,0.2,-0.3,-0.2,-0.2,0.0,-0.2,-0.2,-0.1,-0.2,-0.1,-0.1,-0.1,0.0,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Konrad, Almudena",Seminar for CS 1800,01,61670,-0.2,0.3,0.2,0.1,-0.2,0.0,0.1,0.0,0.0,-0.2,-0.2,-0.1,-0.1,0.0,0.0,-0.1,-0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stalfa, David",Algorithms  Data,02,61736,-0.1,-0.6,-0.8,0.2,0.3,0.1,-0.6,-0.2,0.3,0.3,-0.8,-0.6,-0.2,-0.3,-0.1,-0.5,-0.4,-0.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stalfa, David",Recitation for CS 3000,04,61737,0.0,0.3,0.1,0.0,-0.1,0.1,0.1,-0.1,-0.1,-0.1,-0.2,-0.1,-0.2,0.0,-0.1,-0.1,-0.2,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fontenot, Mark",Introduction to Databases,01,61535,0.3,0.7,0.6,0.2,0.3,0.6,0.6,0.5,0.2,0.4,0.5,0.3,0.4,0.4,0.3,0.2,0.1,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schedlbauer, Martin",Introduction to Databases,02,61840,0.0,0.1,-0.5,-0.3,-0.1,-0.1,-0.4,0.3,0.1,0.2,-0.1,-0.5,-0.5,-0.4,-0.3,0.2,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shafer, Steven",Object-Oriented Design,01,61743,-1.0,-0.8,-0.4,-0.9,-1.6,-1.1,-0.3,-0.8,-0.7,-1.2,-0.2,0.2,0.2,-0.3,0.2,-0.5,0.0,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shafer, Steven",Lab for CS 3500,01,61744,-1.2,-1.0,-0.6,-1.2,-0.9,-1.4,-1.2,-1.3,-1.4,-1.4,-1.2,-0.6,-0.9,0.1,-0.5,0.1,0.0,-1.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yildirim, Caglar",Game Programming,01,61624,0.3,-0.2,-0.1,0.0,0.2,0.3,0.1,0.2,0.0,0.1,0.2,0.2,0.3,-0.1,0.2,-0.3,0.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venkatesaramani, Rajagopal",Artificial Intelligence,01,61536,-0.4,0.2,-0.4,0.3,0.3,0.1,0.1,0.4,0.4,0.4,0.4,0.0,-0.1,0.4,0.4,0.4,0.3,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bernstein, Maxwell",Topics in Computer Science,01,61657,-4.5,-4.0,-3.9,-4.5,-4.4,-4.2,-4.2,-4.3,-4.4,-4.4,-4.5,-4.4,-4.4,-4.2,-4.3,-4.4,-4.5,-4.5,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khurana, Rushil",Topics in Computer Science,02,61745,-0.2,-0.6,-0.8,-0.1,-0.5,-0.4,-0.5,0.2,-0.5,-0.3,0.1,-0.6,0.0,-0.2,-0.9,0.0,0.0,-0.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schedlbauer, Martin",Database Management Sys,02,61794,-0.6,-0.6,-0.6,-0.2,0.0,0.4,-0.5,-0.3,-0.3,-0.1,-0.1,-0.1,-0.1,-0.3,0.1,-0.4,-0.6,-0.4,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Changizi, Neda",Mobile Application Development,01,61629,-0.5,0.0,0.1,-0.2,0.4,-0.2,-0.3,-0.2,-0.3,-0.1,0.0,-0.3,-0.3,-0.1,-0.2,-0.3,-0.2,-0.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yildirim, Caglar",Game Programming,01,61625,0.2,0.1,0.1,-0.1,0.3,0.1,0.1,0.2,0.1,0.0,0.2,0.0,0.2,0.2,0.2,-0.1,-0.1,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Annunziato, Jose",Web Development,01,61065,0.2,0.6,0.5,0.2,0.1,0.0,0.2,0.2,0.1,0.1,0.3,0.3,0.3,0.3,0.2,0.4,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Graeff, Erhardt",Projects for Professionals,02,61815,0.5,1.0,1.1,0.5,0.6,0.8,0.8,0.7,0.6,0.6,0.5,0.6,0.6,0.8,0.7,0.6,0.5,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garces Escobar, Santiago",Projects for Professionals,02,61815,0.5,1.0,1.1,0.5,0.6,0.8,0.8,0.7,0.6,0.6,0.5,0.6,0.6,0.8,0.7,0.6,0.5,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sharifian Attar, Ali",Foundations of Cybersecurity,02,61035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanghrajka, Rushit",Int. Programming with Data,01,61531,-0.1,-0.1,0.0,-0.2,-0.1,-0.1,-0.1,0.0,0.0,0.0,-0.1,-0.2,-0.1,-0.3,-0.2,-0.2,-0.2,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yang, Xiaoyi",Foundations of Data Science,01,61534,0.2,0.2,0.0,0.3,0.2,0.2,0.1,0.0,0.1,0.0,0.1,0.2,0.2,0.3,0.2,0.3,0.1,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dupree, Jill",Principles of Macroeconomics,01,60030,-0.7,-0.7,-1.6,-0.6,-0.4,-0.4,-0.8,-0.9,-0.2,-0.5,-1.1,-0.9,-0.9,-2.2,-2.1,-0.7,-0.7,-0.5,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piao, Richeng",Principles of Macroeconomics,02,60494,0.2,0.5,0.3,0.0,0.4,0.2,0.5,0.2,0.2,0.2,0.5,0.6,0.5,0.7,0.4,0.3,0.4,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vincenzi, Marco",Principles of Macroeconomics,04,60614,-0.5,-0.6,-0.5,0.3,-0.3,-0.3,-0.5,-0.2,-0.2,-0.1,-0.3,-0.3,-0.2,0.1,0.2,-0.1,-0.5,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gernhardt, Roy",Principles of Macroeconomics,05,61784,0.4,0.3,0.1,0.2,0.4,0.1,0.2,0.3,0.5,0.5,0.3,0.5,0.8,0.5,0.6,0.4,0.3,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bakkal, Ilter",Principles of Macroeconomics,06,61852,-0.4,-1.2,-0.4,-0.3,-0.9,-0.9,-1.3,-0.9,-0.2,-0.7,-0.6,-1.2,-1.7,-1.2,-0.6,-1.4,-0.6,-1.0,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kimelman, Nancy",Principles of Microeconomics,03,60423,-1.4,0.0,0.1,0.4,-0.4,-0.4,-0.1,-0.2,-1.2,-1.2,-0.4,-0.2,-0.2,-0.2,0.6,-0.4,-0.4,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gernhardt, Roy",Principles of Microeconomics,04,60753,0.4,0.5,0.3,0.2,0.3,0.3,-0.3,0.1,-0.4,0.3,0.1,0.1,0.5,0.3,0.3,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mughal, Abdul",Principles of Microeconomics,05,61834,0.4,0.5,0.7,0.1,0.1,-0.1,0.2,0.1,0.1,0.5,0.6,0.5,0.6,0.3,0.4,0.4,0.3,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venkatesan, Madhavi",Economics of Crime,01,61512,-0.4,-0.6,-0.3,-0.1,-0.9,-0.1,-0.5,0.1,-0.2,-0.3,-1.0,-0.8,-0.7,-0.8,-0.6,-0.3,0.1,0.1,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dew, James",Macroeconomic Theory,01,60209,-0.1,0.3,0.4,-0.3,-0.2,-0.4,-0.9,-0.6,-0.4,-0.6,-0.4,-0.4,-1.0,-1.0,0.0,-0.4,0.0,-0.5,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bakkal, Ilter",Microeconomic Theory,01,60183,-0.4,-0.6,-0.8,0.1,-0.1,0.2,0.2,-0.6,-0.3,-0.1,-0.1,-0.1,-0.2,-0.1,-0.5,-0.3,-0.1,-0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shi, Xiaolin",Statistics for Economists,01,60403,-0.2,-0.4,-0.7,0.0,-0.6,-0.4,0.3,0.0,0.0,-0.2,-0.2,0.4,-0.4,-0.4,-0.2,-0.4,-0.6,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vicentini, Gustavo",Statistics for Economists,02,61513,0.1,-0.5,0.1,0.4,0.1,0.1,-0.1,0.3,-0.2,-0.2,0.1,0.3,0.3,0.3,-0.9,-0.4,-0.4,-0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Porter, Gerald",Economics of Sports,01,61027,0.3,-0.3,0.1,-0.9,0.3,-0.1,0.2,-0.2,0.5,0.5,-0.1,-0.2,0.1,0.1,0.3,0.3,0.3,0.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Georges, Francis",Senior Economics Thesis,01,61631,0.5,0.7,0.8,-0.2,0.5,0.4,0.7,0.6,0.5,0.6,0.3,0.5,0.6,0.6,0.4,0.6,0.5,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zagieboylo, Drew",Embed Design Enabling Robotics,01,61507,-3.4,-3.0,-3.0,-4.3,-3.9,-3.8,-3.8,-3.8,-4.4,-4.3,-3.6,-3.2,-3.5,-3.5,-4.2,-3.8,-4.3,-4.2,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sapavath, Naveen Naik",Fund Digital Design/Comp Org,01,60569,-0.3,-0.5,-0.3,0.0,-0.4,-0.2,-0.5,0.2,-0.1,-0.2,-0.7,-0.6,-0.4,-0.3,0.0,0.0,-0.2,-0.6,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sapavath, Naveen Naik",Lab for EECE 2322,01,60570,0.6,0.2,0.2,0.0,0.2,0.2,0.3,-0.4,-0.1,-0.2,0.0,0.5,-0.1,0.2,0.2,0.1,0.0,-0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sapavath, Naveen Naik",Fundamentals of Electronics,01,61084,1.1,0.5,0.5,0.7,0.1,0.7,-0.3,0.7,0.6,0.2,0.9,0.3,0.5,0.0,0.3,-0.3,0.7,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sapavath, Naveen Naik",Lab for EECE 2412,01,61085,0.1,1.0,0.5,-0.8,0.6,0.2,1.2,-0.8,0.1,0.7,0.4,0.3,0.0,1.5,0.3,0.2,0.7,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
