Instructor,Course Title,Section,Course ID,Online course materials were organized to help me navigate th…,Online interactions with my instructor created a sense of conne…,Online course interactions created a sense of community and…,I had the necessary computer skills and technology to success…,The syllabus was accurate and helpful in delineating expectati…,Required and additional course materials were helpful in achie…,In-class sessions were helpful for learning.,Out-of-class assignments and/or fieldwork were helpful for lear…,This course was intellectually challenging.,I learned a lot in this course.,The instructor came to class prepared to teach.,The instructor used class time effectively.,The instructor clearly communicated ideas and information.,The instructor provided sufficient feedback.,The instructor fairly evaluated my performance.,The instructor was available to assist students outside of class.,The instructor facilitated a respectful and inclusive learning env…,The instructor displayed enthusiasm for the course.,What is your overall rating of this instructor's teaching effective…,The Syllabus Provided a clear description of course goals and…,The textbook(s) helped me to learn.,"The materials used in this course (lectures, videos, ect.) were…",The assignments and fieldwork helped me to learn.,The lectures helped me to learn.,The course discussions and activities helped me to learn.,The technology used in this course helped me to learn,I found this course intellectually challenging.,I would recommend this course to other students.,I learned to apply course concepts and principles.,I developed additional communication skills in this course.,"I learned to analyze and evaluate ideas, arguments, and points…",Working with my classmates in this course helped me to learn.,I had the necessary technological skills for this course.,Technical support was available when needed.,The amount of interaction with the lead instructor met my learn…,The lead instructor clearly communicated ideas and information.,The lead instructor demonstrated expertise in the subject matter.,The lead instructor clearly stated the objectives of the course.,The lead instructor covered material stated in the course objec…,The section instructor fairly evaluated my performance.,The section instructor provided feedback that was timely and v…,I would recommend this section instructor to other students.,The section instructor treated students with respect.,The section instructor acknowledged and took effective action…,The section instructor was able to address my content questio…,The section instructor displayed enthusiasm for the course.,The amount of interaction with my section instructor met my le…,The work we did in the laboratory course helped me to perform…,The work we did in the lecture course helped me to perform be…,The undergraduate teaching fellow (undergraduate teaching a…,If this course had teaching assistants that held regular office h…,I was able to follow the pace of the lecture and understood the…,The grading of quizzes and case studies was fair.,I felt comfortable to ask questions. I felt comfortable to voice cr…,The real-life anecdotes and hands-on experience and insights…
"Zantout, Rached",Fndtns Artificial Intelligence,02,52877,0.7,0.9,1.0,0.6,0.6,0.2,0.6,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.6,0.6,0.5,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chhay, Bruce",Database Management Sys,01,52498,0.7,0.9,0.8,0.4,0.6,0.7,0.8,0.7,0.5,0.7,0.6,0.7,0.7,0.5,0.6,0.4,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schedlbauer, Martin",Database Management Sys,02,52502,0.3,-0.1,-0.1,0.2,0.1,0.0,-0.2,0.1,0.1,0.4,0.0,0.1,0.1,0.0,0.1,0.2,0.1,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schedlbauer, Martin",Computer/Human Interaction,02,52735,0.3,-0.2,-0.3,0.3,-0.2,0.1,-0.6,-0.4,-0.7,-0.5,-0.1,-0.2,0.0,-0.2,-0.2,0.1,0.1,0.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shah, Michael",Applied Geometric Rep  Comput,01,52541,0.0,0.2,0.0,0.3,0.3,-0.3,-0.5,-0.6,0.0,-0.3,-0.4,-0.3,-0.3,-0.3,-0.4,-0.1,-0.2,-0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feinberg, Daniel",Mobile Application Development,02,52504,0.2,0.2,0.5,0.1,0.3,0.2,0.2,0.3,0.3,0.4,0.3,0.2,0.4,0.1,0.2,0.2,0.2,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mathapathi, Shivakumar",Computer Systems,01,52633,0.7,0.4,0.5,0.6,-0.4,0.1,-0.2,-0.3,0.3,-0.1,-0.4,-0.3,-0.3,-0.1,0.4,0.0,0.1,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mullen, Anthony",Web Development,01,52505,0.0,0.3,0.3,0.3,-0.1,-0.3,0.1,0.2,0.2,0.0,0.4,0.2,0.3,0.2,0.4,0.3,0.2,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sharifian Attar, Ali",Fundamentals - Computer Netwkg,01,52506,0.5,0.2,0.3,0.4,0.4,0.3,0.4,0.2,-0.2,0.0,0.1,0.5,0.6,0.1,0.1,-0.1,-0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Singh, Sarita",Fundamentals - Computer Netwkg,02,52529,0.0,0.4,0.5,-0.1,-0.1,0.2,0.3,0.0,0.0,0.2,0.1,0.2,0.2,0.2,0.1,0.1,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pavlu, Virgil",Algorithms,01,50481,0.3,0.3,0.3,0.2,0.2,0.1,0.4,0.3,0.7,0.4,0.5,0.4,0.3,-0.1,-0.1,0.2,0.0,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kennedy, Justin",Algorithms,02,52507,-0.2,-0.6,-0.4,-0.1,-0.2,-0.5,-0.7,-0.2,-0.1,-0.3,-0.4,-0.2,-0.3,-0.4,-0.2,-0.2,-0.1,-0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mohan, Aanchan",Algorithms,03,52755,-0.5,-0.1,0.0,0.1,-0.1,-0.5,-0.2,-0.1,0.2,-0.3,-0.4,-0.5,-0.5,-0.1,-0.2,-0.1,-0.2,-0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kennedy, Justin",Algorithms,04,52942,-0.4,-0.7,-0.5,0.0,-0.5,-0.5,-0.8,-0.5,-0.5,-0.7,-0.9,-0.8,-0.8,-0.7,-0.2,-0.6,-0.4,-0.6,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahmad, Uzair",Natural Language Processing,01,52509,-0.1,-0.3,-0.4,0.0,-0.3,-0.3,-0.3,-0.2,-0.1,-0.2,-0.3,-0.4,-0.4,-0.5,-0.1,-0.4,-0.2,-0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ahmad, Uzair",Machine Learning,01,52508,-0.1,-0.1,-0.2,0.0,-0.3,-0.3,0.1,0.2,0.0,0.0,0.1,0.1,-0.1,-0.6,-0.4,-0.1,-0.3,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rad, Ryan",Machine Learning,02,52756,0.5,0.7,0.9,0.1,0.4,0.5,0.6,0.6,0.6,0.5,0.5,0.6,0.4,0.6,0.5,0.5,0.4,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arunagiri, Sara",Data Mining Techniques,01,52510,0.3,-0.4,0.1,0.2,0.0,0.1,-0.4,0.1,-0.3,-0.1,-0.4,-0.5,-0.1,-0.1,0.1,-0.2,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pavlu, Virgil",Data Mining Techniques,03,52763,0.1,0.5,0.6,0.2,0.1,0.2,0.4,0.3,0.2,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.2,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Genao, Domingo",Fundamentals Cloud Computing,01,52511,0.6,-0.1,-0.1,0.0,0.3,0.4,-0.2,0.4,-0.6,0.2,-0.1,-0.2,0.1,0.1,0.2,-0.3,-0.1,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saripalli, Kanaka",Scalable Distributed Systems,01,52512,0.1,0.3,0.1,0.1,0.0,0.1,-0.2,-0.1,0.0,0.0,0.0,0.0,0.1,-0.1,-0.2,-0.1,0.0,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ness, Robert",Spec Top - Artif Intelligence,01,52740,-0.1,0.3,-0.2,0.0,-1.0,0.1,0.4,0.3,-0.1,-0.3,-0.2,-0.1,0.1,0.1,0.0,-0.4,-0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prpa, Mirjana",Capstone,01,52758,-0.3,0.3,-0.1,-0.1,-0.1,-0.2,-0.5,-0.3,-0.2,-0.6,-0.1,-0.6,-0.4,-0.7,-0.5,-0.4,-0.2,-0.1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prpa, Mirjana",Capstone,02,52759,-4.3,-4.1,-4.0,-4.4,0.6,0.7,0.8,0.7,0.7,0.7,0.6,0.7,0.7,0.7,-0.4,-0.4,0.5,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yu, Chen-Hsiang",Concpts of Object-Oriented Des,02,52635,0.4,0.4,0.6,0.4,0.3,0.4,0.4,0.2,0.2,0.3,0.4,0.0,0.4,0.5,0.4,0.5,0.2,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brown, Nicholas",Building Virtual Environments,02,52636,-0.9,0.6,-1.2,0.5,0.5,-0.9,-1.3,0.5,0.7,0.5,-1.5,-1.5,-0.5,0.6,0.5,0.6,0.4,0.4,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chawla, Vishal",User Experience Design/Testing,01,51223,0.1,0.1,0.3,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.1,-0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chawla, Vishal",User Experience Design/Testing,02,52637,0.3,0.3,0.5,0.2,-0.1,0.0,-0.2,-0.2,0.0,0.1,-0.1,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peters, Daniel",Special Topics: Comp Sys Engr,01,51288,-0.4,-0.1,-0.2,-0.2,-0.5,-0.1,-0.3,-0.2,0.0,-0.5,-0.8,-0.5,-0.2,-0.1,-0.2,-0.1,-0.3,-0.3,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peters, Daniel",Special Topics: Comp Sys Engr,02,52766,-0.8,-0.8,-0.6,-0.9,-0.5,-0.4,-0.3,-0.5,-0.3,-0.5,-0.3,-0.3,-0.3,-0.6,-0.9,-0.6,-0.4,-0.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Onarlioglu, Kaan",Software Vulnerabilities,01,51700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tasker, Benjamin",Collect/Store/Retrieve Data,01,52513,-0.1,0.2,0.1,-0.1,-0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schedlbauer, Martin",Intro Data Mining/Machine Lrn,01,52514,0.0,-0.1,-0.1,0.1,0.2,-0.1,-0.1,-0.1,0.1,-0.1,-0.1,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wang, Wuping",Data Mgt and Database Design,01,51669,0.0,0.1,0.2,0.0,0.0,0.3,0.2,0.1,0.2,0.1,0.0,0.0,-0.1,0.2,0.1,0.1,0.0,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krishnamurthy, Srikanth",Big Data Sys  Intel Analytics,02,52638,-0.4,-0.4,-0.2,-0.5,-0.5,-0.4,-0.3,-0.2,-0.3,-0.2,-0.5,-0.5,-0.5,-0.1,-0.5,-0.4,-0.6,-0.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Heydari, Kambiz",Big Data Architec  Governance,01,52865,-0.1,-0.4,0.5,0.2,0.2,0.3,0.4,0.2,0.0,-0.2,0.2,0.2,0.2,-0.1,-0.2,-0.4,0.1,-0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kuragayala, Naveen",Designing Data Arch Busn Intel,01,52765,-1.3,-1.1,-1.1,-0.2,-1.1,-0.8,-1.0,-0.2,0.0,-0.5,-0.9,-0.8,-0.6,-1.0,-0.9,-0.4,-0.9,-0.9,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Farahmand Asil, Maryam",Intro to Programming for DS,01,52762,0.4,0.1,-0.8,0.2,0.1,0.4,0.0,0.1,0.3,0.0,0.4,0.3,0.4,0.4,0.2,0.2,0.4,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Viles, Weston",Intro Linear Algebra  Prob,01,52552,-0.4,-4.2,-4.1,0.4,0.6,0.6,0.7,0.6,0.5,0.5,0.4,0.5,0.6,0.6,0.4,0.4,0.4,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brady, David",Intro Linear Algebra  Prob,03,52731,0.6,-1.2,-1.1,-0.6,-0.4,-2.4,-2.3,-0.4,0.5,-0.5,-0.6,-0.5,-1.4,-1.4,-0.6,-0.6,-0.6,-0.6,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bogden, Philip",Intro to Data Management,01,52553,0.6,0.8,0.9,0.2,0.4,0.6,0.5,0.4,0.5,0.5,0.4,0.0,0.6,0.6,0.4,0.4,0.4,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yehoshua, Roi",Supervised Machine Learning,01,52732,0.1,-0.4,-0.1,0.2,-0.4,-0.4,0.0,-0.1,0.3,-0.2,0.2,-0.2,-0.4,-0.4,-0.6,-0.8,-0.3,-0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pavlu, Virgil",Unsupervised Machine Learning,01,52764,0.0,0.4,0.5,0.0,0.1,0.1,0.3,0.2,0.0,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.1,0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yehoshua, Roi",Capstone: Appl in Data Science,01,52733,-0.7,-1.0,-0.6,-0.2,0.0,-0.4,-0.9,-0.8,-0.6,-0.5,-1.0,-0.4,-1.1,-0.8,-0.6,-0.5,-0.5,-0.9,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Van Alfen, Brad",Engineering/Org Psychology,01,52815,-0.5,-0.2,0.3,0.3,-0.4,-0.4,-0.3,0.2,-0.8,-0.2,-0.7,-0.6,-0.3,-0.2,-0.1,0.0,0.0,-0.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shi, Shiaoming",Economic Decision Making,01,51227,0.2,-0.1,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.1,-0.1,0.1,0.2,0.1,-0.1,0.1,-0.1,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hitchcock, Matthew",First-Year Writing,01,51281,-0.3,0.2,0.1,-0.4,-0.2,-0.5,0.1,-0.4,-0.5,0.0,-0.4,-0.4,-0.2,0.0,-0.1,-0.1,0.1,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hitchcock, Matthew",First-Year Writing,02,51430,0.1,0.1,0.0,0.0,0.1,0.2,0.2,0.5,0.2,-0.1,0.2,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olivier, Faviana",First-Year Writing,03,51431,0.1,-0.2,-0.1,0.2,0.1,0.2,-0.1,0.0,0.1,0.0,0.0,0.1,0.2,0.0,-0.1,0.0,0.1,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coskun, Ahmet",Fund Energy Sys Integration,01,52100,0.0,-0.4,-1.8,-0.2,-0.6,-0.6,-1.0,-0.6,0.6,-0.6,-0.5,-0.6,-0.5,-0.1,-0.2,0.4,-0.3,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schoen, Scott",Fund Management for Analysts,01,50411,0.0,-0.1,0.0,-0.1,-0.1,-0.1,-0.1,0.0,-0.1,0.0,0.0,0.0,0.0,-0.1,0.0,-0.1,0.0,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schoen, Scott",Fund Management for Managers,01,50751,0.1,0.3,0.2,0.2,0.2,0.3,0.4,0.1,0.4,0.3,0.2,0.1,0.1,0.3,0.1,0.3,0.1,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maloney, Marie",Improving Patient Experience,01,50439,0.1,-0.2,-0.4,0.3,0.1,0.1,0.0,0.2,-0.3,-0.1,-0.1,-0.1,0.0,-0.6,0.1,-0.3,0.1,-0.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aubrey, Kathleen",Design for Usability Health,01,50601,0.5,1.0,1.0,-0.2,0.3,0.0,0.7,0.1,0.5,0.5,-0.1,-0.1,0.5,0.9,0.3,0.7,0.1,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Powell, Adam",Quantify Val of Informatics,01,50480,-0.2,-0.2,0.0,-0.2,-0.2,0.0,-0.3,-0.4,0.0,0.0,0.2,0.2,-0.2,0.2,-0.2,0.0,-0.1,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamarthi, Satwik",Computation and Visualization,02,52817,0.3,0.4,0.5,0.1,0.1,0.1,0.3,0.3,-0.1,0.1,0.4,0.3,0.4,0.2,0.1,0.1,0.1,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krishnamurthy, Venkataraman",Data Management for Analytics,03,51801,0.0,-0.1,0.1,-0.3,0.2,0.3,0.3,0.0,0.5,0.2,0.4,0.2,0.0,0.0,0.1,-0.2,0.1,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Janardhanan, Soumya",Data Mining in Engineering,01,52818,-0.9,-0.4,-0.7,-0.1,-0.4,-0.4,-0.5,-0.4,0.0,-0.2,-0.3,-0.2,-0.7,-0.6,-0.3,-0.2,-0.2,0.0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hariharan, Ramkumar",Data Sci Eng Methods,01,51943,0.0,-0.2,-0.1,-0.2,-0.1,0.0,-0.2,-0.2,-0.2,-0.1,-0.1,-0.2,-0.1,-0.1,-0.1,0.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arulraj, Amuthan",Web Design/User Experien Engr,02,52639,-0.2,-0.5,-0.8,-0.2,-0.5,-0.5,-0.4,-0.3,-0.2,-0.3,-0.1,-0.2,-0.4,-0.4,-0.7,-0.9,-0.5,-0.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vasudevamurthy, Jagadeesh",Program Structure  Algorithms,05,52640,0.1,-0.1,-0.2,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knowlton, Deborah",Business Analysis  Info Engr,01,52878,0.6,0.6,0.8,0.5,0.5,0.6,0.7,0.5,0.3,0.3,0.5,0.5,0.5,0.6,0.5,0.6,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Graham, Nichole",Business Analysis  Info Engr,03,52910,0.6,0.6,0.8,0.5,0.5,0.6,0.7,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.4,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Russo, David",Pln  Mng Info Systems Dev,03,53237,0.6,0.6,0.8,0.5,-0.5,-0.1,0.7,0.5,0.4,0.2,0.5,0.5,0.5,0.6,0.5,0.6,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Housman, Jacob",Agile Software Development,01,52906,0.2,0.2,0.4,0.1,0.2,-0.1,0.1,0.2,-0.6,-0.2,-0.2,-0.1,0.1,0.0,0.1,-0.2,0.1,-0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Housman, Jacob",Agile Software Development,02,52886,-0.4,-0.4,0.3,0.0,-0.5,-0.4,-0.3,-0.5,-0.8,-0.5,-0.5,-0.5,-0.5,-0.4,-0.5,-0.4,-0.6,-0.6,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sabbouh, Marwan",Adv Big-Data App/Indexing,01,52641,-0.1,0.0,-0.1,0.0,-0.1,-0.3,-0.3,-0.5,0.1,-0.4,-0.2,-0.2,0.0,-0.4,0.0,-0.9,-0.1,-0.2,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sabbouh, Marwan",Adv Big-Data App/Indexing,02,51945,-0.1,-0.4,-0.4,0.0,0.0,0.1,0.2,0.0,-0.3,-0.2,0.3,0.3,0.3,-0.1,0.0,0.1,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Padmanabhan, Neeresh",Special Topics in Info Systems,01,52185,-0.2,0.4,0.6,0.3,-0.3,0.2,0.1,-0.1,-0.5,-0.1,0.1,-0.1,0.3,0.4,0.3,0.4,0.2,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pirozzi, Maricla",Managerial Comm for Engineers,02,52643,0.5,0.5,0.7,0.2,0.2,0.3,0.3,0.1,-0.4,0.4,0.4,0.2,0.2,0.6,0.1,0.3,0.0,0.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hariharan, Ramkumar",Advances Data Sci/Architecture,01,50774,-0.1,-0.1,0.1,-0.1,-0.2,-0.3,-0.4,-0.1,-0.1,-0.3,-0.3,-0.3,-0.3,-0.2,-0.1,-0.3,-0.3,-0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bugrara, Suhabe",Cryptocurrency/Smart Contract,04,52644,0.1,0.1,0.3,0.0,0.0,0.1,0.2,0.0,0.2,0.5,0.0,0.0,0.0,-0.4,0.0,-0.4,-0.1,-0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bugrara, Suhabe",Cryptocurrency/Smart Contract,05,53321,-4.4,-4.4,-4.2,-4.5,-4.5,-4.4,-4.3,-4.5,-4.3,-4.5,-4.5,-4.5,-4.5,-4.4,-4.5,-4.4,-4.6,-4.6,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mirzaee, Sahar",Intro Computational Statistics,01,50738,-0.3,-1.1,-0.6,-0.5,-0.2,-0.4,-0.5,-0.1,-0.2,-0.3,-0.6,-0.7,-0.6,-1.0,-0.4,-0.8,-0.3,-0.9,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bruell, Christopher",Statistical Analysis,01,50739,0.2,0.7,0.3,0.4,0.2,0.2,0.4,0.1,0.2,0.3,0.5,0.4,0.5,0.9,0.2,0.6,0.2,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forsley, Gretchen",Foundations Prof Nursing Prac,B01,50718,-0.5,-1.3,-1.4,-0.4,-0.1,-1.1,-1.5,-1.5,-1.6,-1.4,-0.8,-0.7,-1.4,-0.8,-0.8,-1.2,-1.1,-0.9,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCadden, Laurie",Foundations Prof Nursing Prac,B01,50718,-0.5,-1.3,-1.4,-0.4,-0.1,-1.1,-1.5,-1.5,-1.6,-1.4,-1.3,-1.2,-1.1,-1.0,-0.9,-1.0,-1.3,-1.4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adams, Leslie",Foundations Prof Nursing Prac,B01,50718,-0.5,-1.3,-1.4,-0.4,-0.1,-1.1,-1.5,-1.5,-1.6,-1.4,-1.3,-1.2,-1.1,-1.7,-1.4,-1.3,-1.4,-1.4,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hirsch, Meredith",Foundations Prof Nursing Prac,N01,50719,0.1,-0.8,-0.6,-0.1,-0.3,-0.3,-0.7,-0.8,-1.0,-1.0,0.0,-0.5,-0.4,-0.4,-0.2,-0.6,-0.1,-0.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hirsch, Meredith",Foundations Prof Nursing Prac,N02,51420,0.3,-1.3,-1.2,0.2,-0.1,-0.3,-0.2,-0.3,-1.7,-0.8,-0.5,-0.3,-0.3,-0.5,0.0,-0.5,0.0,-0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robinson, Kathryn",Ethical Healthcare: Genetics,B01,50720,-0.9,-2.0,-0.8,-0.3,-1.3,-1.3,-1.7,-1.2,-0.9,-0.9,-2.0,-2.0,-2.3,-2.0,-1.2,-2.2,-0.8,-1.0,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peirce, Anne",Ethical Healthcare: Genetics,B02,50721,-0.6,-0.8,-0.3,-0.5,-1.0,-0.8,-1.1,-1.2,-0.9,-0.7,-1.1,-1.0,-1.2,-1.2,-0.3,-0.7,-0.3,-0.8,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buttriss, Grace",Ethical Healthcare: Genetics,N01,50790,0.5,0.0,0.0,0.3,0.3,0.4,-0.2,0.2,-0.1,0.1,0.0,0.1,0.1,0.0,-0.1,0.0,-0.1,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ralyea, Christine",Ethical Healthcare: Genetics,N02,52414,-0.1,-0.1,0.4,-0.1,-0.4,-0.7,-0.4,-0.2,-0.4,-0.4,-0.3,0.1,0.1,0.3,0.2,0.5,-0.1,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Strout, Kelley",Influences on Hlth and Illnss,B01,50404,0.2,0.0,0.1,0.1,-0.1,0.0,-0.4,-0.7,-0.9,-0.6,0.0,-0.1,0.1,0.0,-0.1,0.0,-0.1,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sorensen, Maria",Influences on Hlth and Illnss,B02,50405,-0.3,-0.8,-0.7,-0.4,-0.4,-0.8,-1.7,-1.4,-2.1,-1.4,-1.0,-1.1,-0.9,-1.2,-1.6,-1.5,-0.8,-1.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
